Date,Customer ID,Product Name,Category,Price,Quantity,Discount,Sales,Rating
09-01-2020,185025,Motorola One Vision Plus,Mobile,14860,1,11,13225,4
05-11-2019,125601,iQOO Z1x,Mobile,10409,1,7,9680,5
17-10-2018,180843,Lava Z61 Pro,Mobile,10576,1,8,9730,5
25-03-2020,180542,Motorola Moto G 5G Plus,Mobile,14924,1,10,13432,5
12-11-2018,186792,Honor X10 Max,Mobile,12091,1,4,11607,2
22-12-2019,173661,Samsung Galaxy M31,Mobile,12095,1,15,10281,3
04-09-2018,177983,Motorola One Fusion Plus,Mobile,19173,1,8,17639,1
24-03-2018,148529,Samsung Galaxy M21,Mobile,16684,1,9,15182,3
11-12-2019,127924,Realme X3,Mobile,19687,1,4,18900,3
13-02-2019,170684,Xiaomi Redmi Note 8,Mobile,15358,1,3,14897,2
20-04-2019,165374,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,15,8979,1
02-04-2020,126605,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,1,20789,3
05-05-2019,126188,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,0,14799,1
16-10-2018,120844,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,11,13349,1
11-09-2018,147773,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,15,7904,3
27-02-2018,104112,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,8,18023,2
14-02-2019,143783,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,1,14849,1
27-01-2020,185963,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,0,30990,2
15-06-2019,110698,Dell Vostro 15 3581 ,Laptop,41490,1,1,41075,2
27-11-2019,175889,Acer Aspire 3 A315,Laptop,17499,1,11,15574,2
01-05-2018,172468,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,14,687,4
22-04-2020,102340,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,1,2965,5
22-12-2019,146002,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,9,3999,5
24-11-2019,169489,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,13,14786,4
04-05-2019,117994,Oppo A12s,Mobile,14610,1,3,14172,5
07-07-2018,121395,LG Aristo 5,Mobile,13165,1,5,12507,3
05-08-2019,199454,Tecno Spark 5 Pro,Mobile,12306,1,13,10706,4
06-03-2018,177182,Motorola One Vision Plus,Mobile,14860,1,1,14711,1
29-04-2019,121274,iQOO Z1x,Mobile,10409,1,15,8848,2
18-07-2019,166886,Lava Z61 Pro,Mobile,10576,1,2,10364,3
11-10-2018,109852,Motorola Moto G 5G Plus,Mobile,14924,1,11,13282,2
28-02-2020,177140,Honor X10 Max,Mobile,12091,1,11,10761,1
09-03-2018,105742,Samsung Galaxy M31,Mobile,12095,1,13,10523,1
23-02-2020,151362,Motorola One Fusion Plus,Mobile,19173,1,10,17256,3
11-03-2020,112110,Samsung Galaxy M21,Mobile,16684,1,2,16350,3
10-09-2019,177567,Realme X3,Mobile,19687,1,8,18112,4
03-08-2018,142668,Xiaomi Redmi Note 8,Mobile,15358,1,1,15204,2
20-11-2019,158238,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,8,9718,4
06-09-2018,183070,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,15,17849,3
15-01-2020,123739,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,1,14651,3
31-12-2018,137919,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,7,13949,1
06-10-2018,176215,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,4,8927,4
15-05-2020,199742,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,13,17043,4
16-04-2019,140104,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,0,14999,1
05-02-2019,179027,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,2,30370,1
24-06-2019,133325,Dell Vostro 15 3581 ,Laptop,41490,1,3,40245,3
04-12-2019,156304,Acer Aspire 3 A315,Laptop,17499,1,15,14874,5
12-08-2019,129626,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,15,679,1
13-05-2019,138950,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,9,2725,3
21-03-2020,129095,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,12,3868,4
20-05-2018,159543,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,9,15465,4
05-05-2020,146882,Oppo A12s,Mobile,14610,1,13,12711,1
16-12-2019,195672,LG Aristo 5,Mobile,13165,1,1,13033,4
02-05-2019,134413,Tecno Spark 5 Pro,Mobile,12306,1,4,11814,1
06-03-2020,151840,Motorola One Vision Plus,Mobile,14860,1,7,13820,2
19-12-2019,103381,iQOO Z1x,Mobile,10409,1,14,8952,1
25-05-2019,147305,Lava Z61 Pro,Mobile,10576,1,11,9413,3
23-12-2018,125428,Motorola Moto G 5G Plus,Mobile,14924,1,12,13133,5
06-11-2019,126207,Honor X10 Max,Mobile,12091,1,3,11728,2
20-12-2019,139367,Samsung Galaxy M31,Mobile,12095,1,2,11853,1
14-03-2020,108411,Motorola One Fusion Plus,Mobile,19173,1,10,17256,1
18-06-2019,172781,Samsung Galaxy M21,Mobile,16684,1,7,15516,3
25-04-2020,192874,Realme X3,Mobile,19687,1,11,17521,4
29-02-2020,172488,Xiaomi Redmi Note 8,Mobile,15358,1,11,13669,4
16-02-2018,199734,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,5,10035,3
12-05-2019,145533,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,5,19949,1
08-06-2019,136044,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,11,13171,5
27-01-2018,188372,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,4,14399,1
23-06-2020,175171,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,5,8834,3
02-09-2019,129406,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,1,19394,3
16-10-2018,186957,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,0,14999,5
16-07-2018,120470,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,5,29441,3
17-10-2018,174697,Dell Vostro 15 3581 ,Laptop,41490,1,10,37341,4
21-04-2018,125320,Acer Aspire 3 A315,Laptop,17499,1,13,15224,1
19-08-2019,191909,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,14,687,4
20-09-2019,166151,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,1,2965,4
29-06-2019,189439,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,5,4175,4
23-12-2018,148260,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,13,14786,5
26-08-2018,144890,Oppo A12s,Mobile,14610,1,10,13149,3
31-12-2018,190430,LG Aristo 5,Mobile,13165,1,9,11980,2
26-02-2019,165121,Tecno Spark 5 Pro,Mobile,12306,1,0,12306,5
03-02-2020,184042,Motorola One Vision Plus,Mobile,14860,1,9,13523,1
12-09-2018,173645,iQOO Z1x,Mobile,10409,1,6,9784,2
29-04-2018,161293,Lava Z61 Pro,Mobile,10576,1,4,10153,2
31-01-2019,199883,Motorola Moto G 5G Plus,Mobile,14924,1,4,14327,3
21-08-2018,197000,Honor X10 Max,Mobile,12091,1,2,11849,4
21-04-2018,136103,Samsung Galaxy M31,Mobile,12095,1,9,11006,4
08-02-2018,134948,Motorola One Fusion Plus,Mobile,19173,1,15,16297,3
31-10-2019,119697,Samsung Galaxy M21,Mobile,16684,1,0,16684,4
03-07-2018,162152,Realme X3,Mobile,19687,1,14,16931,1
15-01-2019,101975,Xiaomi Redmi Note 8,Mobile,15358,1,5,14590,3
11-03-2019,192193,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,3,10246,3
10-12-2018,198009,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,15,17849,4
15-11-2018,198198,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,3,14355,1
11-10-2018,171314,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,9,13649,1
18-07-2018,162949,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,3,9020,4
04-05-2019,106270,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,1,19394,5
16-12-2018,182438,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,14,12899,1
16-10-2018,168822,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,15,26342,5
17-09-2018,126494,Dell Vostro 15 3581 ,Laptop,41490,1,10,37341,5
10-10-2019,182187,Acer Aspire 3 A315,Laptop,17499,1,13,15224,3
02-12-2019,109898,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,13,695,1
02-04-2018,143959,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,1,2965,5
11-03-2020,168320,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,0,4395,1
01-07-2019,165082,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,1,16825,3
07-11-2019,125482,Oppo A12s,Mobile,14610,1,11,13003,4
27-06-2020,181615,LG Aristo 5,Mobile,13165,1,5,12507,1
19-11-2019,188714,Tecno Spark 5 Pro,Mobile,12306,1,12,10829,3
31-05-2018,185200,Motorola One Vision Plus,Mobile,14860,1,4,14266,3
18-11-2019,170896,iQOO Z1x,Mobile,10409,1,10,9368,4
14-04-2020,169310,Lava Z61 Pro,Mobile,10576,1,0,10576,3
14-08-2019,139852,Motorola Moto G 5G Plus,Mobile,14924,1,10,13432,2
17-05-2019,107388,Honor X10 Max,Mobile,12091,1,14,10398,4
25-06-2020,153959,Samsung Galaxy M31,Mobile,12095,1,10,10886,4
25-03-2020,172372,Motorola One Fusion Plus,Mobile,19173,1,15,16297,4
10-09-2019,196887,Samsung Galaxy M21,Mobile,16684,1,12,14682,5
29-03-2020,137572,Realme X3,Mobile,19687,1,0,19687,3
26-11-2018,187785,Xiaomi Redmi Note 8,Mobile,15358,1,5,14590,2
23-09-2019,132312,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,13,9190,3
07-09-2018,141375,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,11,18689,2
07-01-2019,163484,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,14,12727,4
04-07-2019,118631,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,6,14099,2
30-11-2019,100429,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,8,8555,1
17-01-2018,188699,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,14,16847,4
28-05-2019,144684,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,11,13349,1
08-10-2019,138084,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,10,27891,2
25-06-2020,109848,Dell Vostro 15 3581 ,Laptop,41490,1,10,37341,3
27-07-2018,169412,Acer Aspire 3 A315,Laptop,17499,1,6,16449,5
16-02-2018,185141,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,13,695,4
20-07-2018,165224,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,14,2576,2
18-05-2019,152253,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,7,4087,4
14-12-2019,168923,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,10,15296,4
01-07-2018,199235,Oppo A12s,Mobile,14610,1,13,12711,1
03-08-2019,107925,LG Aristo 5,Mobile,13165,1,12,11585,2
09-09-2018,167050,Tecno Spark 5 Pro,Mobile,12306,1,9,11198,2
24-08-2019,198074,Motorola One Vision Plus,Mobile,14860,1,9,13523,3
06-12-2019,110528,iQOO Z1x,Mobile,10409,1,0,10409,4
23-02-2019,145831,Lava Z61 Pro,Mobile,10576,1,5,10047,2
17-02-2020,138528,Motorola Moto G 5G Plus,Mobile,14924,1,1,14775,2
19-09-2019,191355,Honor X10 Max,Mobile,12091,1,13,10519,1
13-08-2019,122141,Samsung Galaxy M31,Mobile,12095,1,8,11127,2
31-03-2019,133158,Motorola One Fusion Plus,Mobile,19173,1,12,16872,2
11-09-2018,199006,Samsung Galaxy M21,Mobile,16684,1,8,15349,5
12-05-2018,136295,Realme X3,Mobile,19687,1,8,18112,3
28-08-2019,122503,Xiaomi Redmi Note 8,Mobile,15358,1,0,15358,3
08-08-2019,137516,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,5,10035,4
14-02-2019,122185,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,15,17849,4
02-12-2019,113382,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,8,13615,5
20-06-2019,178355,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,14,12899,5
04-01-2020,165194,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,8,8555,4
18-10-2019,124211,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,4,18806,4
29-02-2020,147919,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,5,14249,3
12-11-2018,137874,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,13,26961,1
06-04-2019,181174,Dell Vostro 15 3581 ,Laptop,41490,1,13,36096,3
04-11-2018,124397,Acer Aspire 3 A315,Laptop,17499,1,1,17324,3
10-07-2019,157014,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,9,727,4
23-09-2018,174422,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,12,2636,5
06-05-2019,129331,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,9,3999,2
14-07-2018,151342,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,8,15635,1
27-03-2019,131108,Oppo A12s,Mobile,14610,1,11,13003,5
13-04-2020,189173,LG Aristo 5,Mobile,13165,1,1,13033,1
14-04-2020,151945,Tecno Spark 5 Pro,Mobile,12306,1,1,12183,4
12-10-2018,193553,Motorola One Vision Plus,Mobile,14860,1,10,13374,3
29-05-2018,111010,iQOO Z1x,Mobile,10409,1,1,10305,3
09-06-2019,133900,Lava Z61 Pro,Mobile,10576,1,1,10470,4
12-04-2019,153154,Motorola Moto G 5G Plus,Mobile,14924,1,11,13282,5
18-12-2019,102945,Honor X10 Max,Mobile,12091,1,1,11970,5
04-07-2019,101764,Samsung Galaxy M31,Mobile,12095,1,4,11611,5
26-10-2019,139859,Motorola One Fusion Plus,Mobile,19173,1,6,18023,2
15-04-2019,165976,Samsung Galaxy M21,Mobile,16684,1,4,16017,1
02-11-2018,187006,Realme X3,Mobile,19687,1,10,17718,3
04-04-2020,153003,Xiaomi Redmi Note 8,Mobile,15358,1,3,14897,3
23-02-2019,168430,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,9,9612,5
21-01-2020,194718,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,8,19319,2
18-06-2020,132194,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,4,14207,1
06-03-2018,122835,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,0,14999,3
06-05-2020,194714,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,5,8834,5
13-06-2020,141172,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,2,19198,5
04-11-2019,156574,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,15,12749,2
13-08-2018,129141,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,2,30370,1
03-04-2019,195379,Dell Vostro 15 3581 ,Laptop,41490,1,0,41490,5
01-02-2019,119412,Acer Aspire 3 A315,Laptop,17499,1,5,16624,3
01-07-2018,156963,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,0,799,3
09-09-2019,192506,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,4,2875,1
21-07-2019,104096,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,8,4043,3
04-05-2018,197934,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,6,15975,4
07-10-2019,119652,Oppo A12s,Mobile,14610,1,11,13003,1
18-06-2020,123484,LG Aristo 5,Mobile,13165,1,1,13033,1
03-07-2018,167141,Tecno Spark 5 Pro,Mobile,12306,1,9,11198,4
31-10-2019,185294,Motorola One Vision Plus,Mobile,14860,1,10,13374,4
08-04-2018,139350,iQOO Z1x,Mobile,10409,1,12,9160,2
11-11-2019,113323,Lava Z61 Pro,Mobile,10576,1,10,9518,4
30-12-2019,147892,Motorola Moto G 5G Plus,Mobile,14924,1,8,13730,2
06-04-2020,182329,Honor X10 Max,Mobile,12091,1,2,11849,5
27-06-2020,198361,Samsung Galaxy M31,Mobile,12095,1,6,11369,3
26-05-2019,107767,Motorola One Fusion Plus,Mobile,19173,1,2,18790,3
07-09-2019,104060,Samsung Galaxy M21,Mobile,16684,1,11,14849,3
01-01-2019,150552,Realme X3,Mobile,19687,1,5,18703,2
02-10-2019,199043,Xiaomi Redmi Note 8,Mobile,15358,1,0,15358,2
30-04-2018,119379,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,7,9824,3
26-02-2019,102049,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,6,19739,2
24-07-2019,187632,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,14,12727,1
16-04-2020,195789,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,13,13049,2
25-03-2020,129659,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,9,8462,4
07-10-2019,140100,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,4,18806,1
18-09-2019,134606,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,6,14099,2
02-01-2019,142925,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,2,30370,3
14-11-2019,190635,Dell Vostro 15 3581 ,Laptop,41490,1,6,39001,1
08-01-2018,173439,Acer Aspire 3 A315,Laptop,17499,1,4,16799,2
10-12-2019,152790,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,7,743,4
26-04-2019,154518,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,4,2875,5
12-03-2019,111181,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,11,3912,1
31-07-2018,167643,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,9,15465,2
10-05-2018,192105,Oppo A12s,Mobile,14610,1,8,13441,4
19-12-2019,119543,LG Aristo 5,Mobile,13165,1,12,11585,3
06-06-2019,189197,Tecno Spark 5 Pro,Mobile,12306,1,10,11075,2
13-11-2018,194389,Motorola One Vision Plus,Mobile,14860,1,13,12928,4
20-07-2019,134662,iQOO Z1x,Mobile,10409,1,2,10201,2
27-05-2019,197981,Lava Z61 Pro,Mobile,10576,1,11,9413,5
20-10-2019,102405,Motorola Moto G 5G Plus,Mobile,14924,1,12,13133,4
04-08-2019,176008,Honor X10 Max,Mobile,12091,1,3,11728,4
13-06-2019,180017,Samsung Galaxy M31,Mobile,12095,1,1,11974,4
19-06-2018,197415,Motorola One Fusion Plus,Mobile,19173,1,3,18598,4
05-11-2019,135104,Samsung Galaxy M21,Mobile,16684,1,1,16517,3
23-01-2020,176152,Realme X3,Mobile,19687,1,9,17915,1
13-05-2018,197456,Xiaomi Redmi Note 8,Mobile,15358,1,9,13976,3
19-09-2019,159331,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,3,10246,2
14-09-2019,188364,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,11,18689,5
20-07-2018,130037,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,8,13615,4
21-11-2018,183929,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,10,13499,3
22-03-2019,127773,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,13,8090,2
20-09-2018,161749,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,8,18023,3
17-03-2019,132220,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,4,14399,5
04-08-2019,152170,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,9,28201,1
14-08-2018,108081,Dell Vostro 15 3581 ,Laptop,41490,1,9,37756,1
17-08-2019,121786,Acer Aspire 3 A315,Laptop,17499,1,3,16974,4
09-08-2019,159721,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,3,775,5
16-01-2019,109736,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,10,2696,3
10-05-2020,166387,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,5,4175,2
28-02-2018,195016,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,5,16145,1
02-01-2019,131110,Oppo A12s,Mobile,14610,1,10,13149,5
02-07-2018,135560,LG Aristo 5,Mobile,13165,1,5,12507,5
14-02-2019,148069,Tecno Spark 5 Pro,Mobile,12306,1,15,10460,5
24-03-2018,116731,Motorola One Vision Plus,Mobile,14860,1,6,13968,1
21-11-2019,121738,iQOO Z1x,Mobile,10409,1,12,9160,4
15-06-2020,130116,Lava Z61 Pro,Mobile,10576,1,11,9413,4
25-05-2019,198280,Motorola Moto G 5G Plus,Mobile,14924,1,13,12984,3
30-12-2018,135866,Honor X10 Max,Mobile,12091,1,7,11245,2
15-11-2018,153276,Samsung Galaxy M31,Mobile,12095,1,10,10886,1
04-02-2020,154936,Motorola One Fusion Plus,Mobile,19173,1,10,17256,5
09-05-2020,145189,Samsung Galaxy M21,Mobile,16684,1,4,16017,5
03-06-2020,176891,Realme X3,Mobile,19687,1,9,17915,2
01-12-2018,130157,Xiaomi Redmi Note 8,Mobile,15358,1,0,15358,3
25-08-2019,157863,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,2,10352,1
20-05-2020,124604,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,4,20159,4
08-10-2019,182184,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,11,13171,2
26-06-2019,107188,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,2,14699,1
04-06-2018,176625,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,5,8834,2
06-06-2019,103050,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,12,17239,4
05-06-2019,165255,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,3,14549,3
09-11-2019,182145,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,6,29131,3
01-09-2019,126248,Dell Vostro 15 3581 ,Laptop,41490,1,13,36096,5
11-10-2018,150730,Acer Aspire 3 A315,Laptop,17499,1,14,15049,4
23-12-2019,186451,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,1,791,1
08-10-2019,108900,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,1,2965,3
04-09-2019,109209,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,15,3736,1
24-05-2018,147846,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,11,15126,2
26-08-2019,153295,Oppo A12s,Mobile,14610,1,5,13880,1
28-11-2019,111592,LG Aristo 5,Mobile,13165,1,8,12112,3
10-11-2018,194146,Tecno Spark 5 Pro,Mobile,12306,1,11,10952,3
29-09-2018,155928,Motorola One Vision Plus,Mobile,14860,1,9,13523,3
01-05-2020,161082,iQOO Z1x,Mobile,10409,1,0,10409,5
27-09-2019,171631,Lava Z61 Pro,Mobile,10576,1,1,10470,5
25-09-2018,121969,Motorola Moto G 5G Plus,Mobile,14924,1,13,12984,3
25-05-2020,116371,Honor X10 Max,Mobile,12091,1,7,11245,1
09-10-2019,170766,Samsung Galaxy M31,Mobile,12095,1,3,11732,3
11-06-2019,164911,Motorola One Fusion Plus,Mobile,19173,1,7,17831,5
09-07-2019,145465,Samsung Galaxy M21,Mobile,16684,1,3,16183,5
16-10-2018,182349,Realme X3,Mobile,19687,1,10,17718,5
25-01-2018,109043,Xiaomi Redmi Note 8,Mobile,15358,1,0,15358,2
19-09-2019,103404,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,0,10563,5
17-12-2019,183786,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,15,17849,4
08-11-2018,152747,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,12,13023,5
01-05-2020,125810,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,12,13199,3
22-09-2018,107793,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,1,9206,4
11-09-2019,120339,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,3,19002,2
22-06-2018,125248,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,14,12899,3
12-06-2018,178185,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,5,29441,1
06-07-2018,105301,Dell Vostro 15 3581 ,Laptop,41490,1,14,35681,4
14-01-2018,129307,Acer Aspire 3 A315,Laptop,17499,1,13,15224,3
11-06-2018,194389,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,10,719,1
10-04-2019,174218,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,1,2965,3
14-02-2018,168772,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,11,3912,3
02-06-2018,179579,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,13,14786,3
20-12-2019,125663,Oppo A12s,Mobile,14610,1,0,14610,1
06-04-2018,124123,LG Aristo 5,Mobile,13165,1,7,12243,4
25-09-2018,184579,Tecno Spark 5 Pro,Mobile,12306,1,13,10706,1
19-06-2020,120489,Motorola One Vision Plus,Mobile,14860,1,0,14860,1
16-11-2019,116489,iQOO Z1x,Mobile,10409,1,12,9160,3
08-02-2020,153851,Lava Z61 Pro,Mobile,10576,1,3,10259,3
21-08-2018,120567,Motorola Moto G 5G Plus,Mobile,14924,1,15,12685,2
02-01-2019,126975,Honor X10 Max,Mobile,12091,1,3,11728,1
29-06-2019,183325,Samsung Galaxy M31,Mobile,12095,1,3,11732,4
